datetime,count,holiday,workday,temp,feels_like,temp_min,temp_max,humidity,wind_speed,weather_main
1/1/2018 0:00,34,1,0,-7.17,-12.73,-8.56,-7.09,53,3.6,Clouds
1/1/2018 1:00,49,1,0,-7.35,-13.81,-9.03,-7.15,49,4.6,Clear
1/1/2018 2:00,37,1,0,-7.88,-14.05,-9.03,-7.69,52,4.1,Clear
1/1/2018 3:00,9,1,0,-8.1,-14.32,-9.36,-7.89,49,4.1,Clear
1/1/2018 4:00,12,1,0,-8.19,-14.43,-9.46,-8.09,49,4.1,Clear
1/1/2018 5:00,8,1,0,-8.24,-14.5,-9.56,-8.15,49,4.1,Clear
1/1/2018 6:00,9,1,0,-8.91,-13.71,-10.03,-8.69,52,2.6,Clear
1/1/2018 7:00,11,1,0,-8.91,-13.71,-10.03,-8.69,56,2.6,Clear
1/1/2018 8:00,19,1,0,-9.05,-14.49,-10.16,-8.99,56,3.1,Clear
1/1/2018 9:00,31,1,0,-9.8,-15.39,-10.36,-9.39,61,3.1,Clear
1/1/2018 10:00,61,1,0,-9.7,-15.81,-10.26,-9.19,61,3.6,Clear
1/1/2018 11:00,97,1,0,-10.19,-15.86,-11.15,-9.29,65,3.1,Clear
1/1/2018 12:00,104,1,0,-9.4,-14.91,-12.56,-9.15,58,3.1,Clear
1/1/2018 13:00,116,1,0,-9.4,-13.57,-12.16,-9.15,58,2.1,Clouds
1/1/2018 14:00,113,1,0,-8.02,-14.22,-9.16,-7.94,52,4.1,Clear
1/1/2018 15:00,124,1,0,-7.32,-13.77,-7.69,-6.84,47,4.6,Clear
1/1/2018 16:00,88,1,0,-6.25,-12.44,-7.03,-5.74,41,4.6,Clouds
1/1/2018 17:00,87,1,0,-5.35,-12.06,-7.03,-5.14,38,5.7,Clouds
1/1/2018 18:00,51,1,0,-5.14,-12.09,-6.16,-4.15,35,6.2,Clouds
1/1/2018 19:00,56,1,0,-5.4,-10.09,-6.46,-5.14,38,3.1,Clouds
1/1/2018 20:00,41,1,0,-5.35,-10.94,-6.06,-5.14,38,4.1,Clouds
1/1/2018 21:00,27,1,0,-5.17,-9.27,-6.03,-5.14,35,2.6,Clouds
1/1/2018 22:00,20,1,0,-5.79,-11.05,-7.03,-5.59,38,3.6,Clouds
1/1/2018 23:00,9,1,0,-5.93,-8.52,-7.06,-5.74,38,1.5,Clouds
1/2/2018 0:00,3,0,1,-6.14,-11.47,-7.16,-6.09,38,3.6,Clear
1/2/2018 1:00,6,0,1,-6.95,-13.95,-8.03,-6.84,37,7.7,Clear
1/2/2018 2:00,4,0,1,-8.02,-15.02,-9.03,-7.94,41,6.7,Clear
1/2/2018 3:00,4,0,1,-8.28,-15.28,-9.56,-8.15,45,5.7,Clouds
1/2/2018 4:00,10,0,1,-9.05,-16.05,-10.26,-8.99,43,6.2,Clouds
1/2/2018 5:00,43,0,1,-9.31,-14.19,-10.56,-9.15,40,2.6,Clouds
1/2/2018 6:00,135,0,1,-9.8,-16.42,-10.56,-9.39,47,4.1,Clear
1/2/2018 7:00,284,0,1,-9.93,-15.55,-11.03,-9.69,47,3.1,Clear
1/2/2018 8:00,501,0,1,-9.93,-16.93,-11.03,-9.69,47,4.6,Clear
1/2/2018 9:00,257,0,1,-10.07,-15.09,-11.03,-9.99,47,2.6,Clear
1/2/2018 10:00,108,0,1,-10.12,-15.78,-11.06,-10.09,48,3.1,Clear
1/2/2018 11:00,124,0,1,-10.7,-15.09,-11.16,-10.39,51,2.1,Clear
1/2/2018 12:00,158,0,1,-10.74,-15.88,-11.36,-10.49,51,2.6,Clear
1/2/2018 13:00,157,0,1,-10.74,-17.57,-11.15,-10.49,51,4.1,Clear
1/2/2018 14:00,140,0,1,-9.45,-15.98,-10.16,-9.15,44,4.1,Clear
1/2/2018 15:00,209,0,1,-8.65,-14,-9.26,-8.15,41,3.1,Clear
1/2/2018 16:00,344,0,1,-7.49,-12.61,-8.16,-7.15,38,3.1,Clear
1/2/2018 17:00,493,0,1,-6.74,-12.2,-7.39,-6.15,35,3.6,Clear
1/2/2018 18:00,371,0,1,-5.97,-11.27,-6.46,-5.74,35,3.6,Clear
1/2/2018 19:00,212,0,1,-4.88,-9.46,-5.79,-4.04,30,3.1,Clear
1/2/2018 20:00,100,0,1,-3.89,-7.75,-5.03,-3.15,28,2.6,Clear
1/2/2018 21:00,70,0,1,-3.38,-6.53,-5.03,-3.15,28,2.1,Clear
1/2/2018 22:00,43,0,1,-4.05,-7.31,-5.06,-3.99,32,2.1,Clear
1/2/2018 23:00,16,0,1,-4.45,-4.45,-5.46,-4.15,33,1,Clear
1/3/2018 0:00,9,0,1,-5.37,-7.88,-9.03,-4.69,41,1.5,Clouds
1/3/2018 1:00,2,0,1,-5.63,-9.81,-9.06,-4.99,42,2.6,Clouds
1/3/2018 2:00,3,0,1,-5.82,-9.38,-10.26,-5.39,49,2.1,Clouds
1/3/2018 3:00,5,0,1,-5.87,-8.45,-10.03,-5.49,52,1.5,Clouds
1/3/2018 4:00,12,0,1,-6.4,-10.06,-11.03,-5.69,56,2.1,Clouds
1/3/2018 5:00,47,0,1,-6.05,-6.05,-12.03,-5.89,49,1,Clouds
1/3/2018 6:00,145,0,1,-7.03,-7.03,-12.06,-6.79,58,0,Clouds
1/3/2018 7:00,342,0,1,-7.37,-7.37,-13.03,-6.84,62,0,Clear
1/3/2018 8:00,626,0,1,-8.15,-8.15,-13.26,-7.99,67,0,Clear
1/3/2018 9:00,322,0,1,-8.91,-8.91,-14.03,-8.69,73,1,Clear
1/3/2018 10:00,152,0,1,-9.15,-9.15,-14.06,-7.99,71,0.5,Clear
1/3/2018 11:00,144,0,1,-9.03,-12.05,-14.36,-8.69,73,1.5,Clouds
1/3/2018 12:00,189,0,1,-8.71,-8.71,-14.56,-7.99,79,0.5,Clouds
1/3/2018 13:00,177,0,1,-8.07,-8.07,-13.46,-7.94,79,0.5,Clouds
1/3/2018 14:00,162,0,1,-6.54,-6.54,-10.03,-5.99,72,0.5,Clouds
1/3/2018 15:00,261,0,1,-5.56,-8.1,-6.15,-5.03,67,1.5,Clouds
1/3/2018 16:00,368,0,1,-4.19,-4.19,-4.29,-3.66,48,1,Clouds
1/3/2018 17:00,669,0,1,-2.4,-2.4,-3.03,-2.15,43,0.5,Clouds
1/3/2018 18:00,521,0,1,-0.86,-3.58,-2.03,-0.14,34,2.1,Clouds
1/3/2018 19:00,256,0,1,-0.26,-0.26,-0.39,-0.03,34,1,Clouds
1/3/2018 20:00,142,0,1,1.07,-2.3,-0.03,1.85,29,3.1,Clouds
1/3/2018 21:00,100,0,1,0.67,0.67,-0.06,0.96,27,1,Clouds
1/3/2018 22:00,67,0,1,0.41,0.41,-1.26,0.85,25,1,Clouds
1/3/2018 23:00,27,0,1,-0.17,-0.17,-2.03,-0.14,34,0.5,Clouds
1/4/2018 0:00,9,0,1,-0.74,-0.74,-2.06,-0.49,45,1,Clouds
1/4/2018 1:00,6,0,1,-0.79,-0.79,-2.26,-0.59,45,1,Clouds
1/4/2018 2:00,0,0,1,-0.93,-4.23,-2.36,-0.74,46,2.6,Clouds
1/4/2018 3:00,3,0,1,-1.24,-3.17,-2.26,-1.15,50,1.5,Clouds
1/4/2018 4:00,7,0,1,-1.33,-3.27,-2.56,-1.15,59,1.5,Snow
1/4/2018 5:00,22,0,1,-3.02,-3.02,-3.56,-2.94,85,1,Snow
1/4/2018 5:00,22,0,1,-3.02,-3.02,-3.56,-2.94,85,1,Mist
1/4/2018 6:00,46,0,1,-3.35,-7.62,-4.16,-2.94,85,3.1,Snow
1/4/2018 6:00,46,0,1,-3.35,-7.62,-4.16,-2.94,85,3.1,Mist
1/4/2018 7:00,87,0,1,-3.47,-7.25,-4.56,-3.15,86,2.6,Snow
1/4/2018 7:00,87,0,1,-3.47,-7.25,-4.56,-3.15,86,2.6,Mist
1/4/2018 8:00,206,0,1,-3.24,-7.94,-4.06,-3.15,80,3.6,Snow
1/4/2018 9:00,185,0,1,-4.05,-9.71,-5.03,-3.99,79,4.6,Snow
1/4/2018 10:00,158,0,1,-4.09,-9.76,-5.16,-4.04,80,4.6,Snow
1/4/2018 11:00,107,0,1,-4.59,-11.1,-5.56,-4.15,81,5.7,Snow
1/4/2018 12:00,91,0,1,-4.49,-9.88,-6.03,-4.15,74,4.1,Snow
1/4/2018 13:00,88,0,1,-4.59,-11.39,-5.56,-4.15,74,6.2,Snow
1/4/2018 14:00,95,0,1,-4.19,-10.88,-5.16,-4.04,63,6.2,Snow
1/4/2018 15:00,109,0,1,-4,-9.98,-4.56,-3.89,58,5.1,Snow
1/4/2018 16:00,187,0,1,-4.54,-11.54,-5.03,-4.15,69,6.7,Snow
1/4/2018 17:00,345,0,1,-4.14,-11.14,-5.06,-4.04,68,7.2,Snow
1/4/2018 18:00,280,0,1,-3.75,-10.75,-3.79,-3.15,54,8.2,Snow
1/4/2018 19:00,161,0,1,-3.38,-10.38,-3.39,-2.94,50,8.2,Snow
1/4/2018 20:00,68,0,1,-3.28,-9.72,-3.29,-2.94,46,6.2,Snow
1/4/2018 21:00,55,0,1,-3.75,-10.75,-3.79,-3.15,42,11.3,Clouds
1/4/2018 22:00,31,0,1,-4.57,-11.57,-4.59,-4.15,42,7.7,Clouds
1/4/2018 23:00,22,0,1,-5.47,-11.83,-5.49,-5.14,42,5.1,Clouds
1/5/2018 0:00,9,0,1,-6.24,-13.24,-6.86,-6.15,45,7.7,Clouds
1/5/2018 1:00,3,0,1,-7,-14,-7.46,-6.84,44,6.7,Clouds
1/5/2018 2:00,0,0,1,-7.31,-14.31,-8.16,-7.15,41,6.7,Clouds
1/5/2018 3:00,0,0,1,-8.07,-15.07,-9.03,-7.94,43,6.7,Clouds
1/5/2018 4:00,4,0,1,-8.91,-15.91,-9.36,-8.69,43,7.7,Clouds
1/5/2018 5:00,33,0,1,-9.14,-16.14,-10.06,-9.04,43,5.7,Clouds
1/5/2018 6:00,68,0,1,-9.4,-16.35,-10.16,-9.15,40,4.6,Clouds
1/5/2018 7:00,172,0,1,-9.98,-16.98,-11.03,-9.79,40,5.1,Clear
1/5/2018 8:00,387,0,1,-10.07,-17.07,-11.03,-9.99,44,6.7,Clear
1/5/2018 9:00,185,0,1,-10.17,-17.17,-11.06,-10.14,40,5.7,Clear
1/5/2018 10:00,102,0,1,-10.21,-17.21,-11.36,-10.14,44,6.7,Clear
1/5/2018 11:00,94,0,1,-10.74,-17.74,-11.56,-10.49,42,6.2,Clouds
1/5/2018 12:00,134,0,1,-10.84,-17.84,-12.03,-10.69,43,5.7,Clouds
1/5/2018 13:00,111,0,1,-10.88,-17.75,-12.03,-10.74,43,4.1,Clouds
1/5/2018 14:00,107,0,1,-9.68,-16.68,-11.03,-9.15,38,9.8,Clouds
1/5/2018 15:00,149,0,1,-9.28,-16.28,-10.16,-9.04,37,7.2,Clouds
1/5/2018 16:00,235,0,1,-8.56,-15.56,-9.56,-8.15,35,7.7,Clouds
1/5/2018 17:00,365,0,1,-7.72,-14.72,-9.03,-7.15,34,7.2,Clouds
1/5/2018 18:00,248,0,1,-7.28,-14.28,-8.26,-6.84,37,5.7,Clouds
1/5/2018 19:00,128,0,1,-6.7,-13.7,-8.03,-6.15,29,6.2,Clouds
1/5/2018 20:00,65,0,1,-7.18,-14.18,-8.03,-6.84,31,7.7,Clouds
1/5/2018 21:00,49,0,1,-7.09,-14.09,-8.03,-6.84,29,6.7,Clouds
1/5/2018 22:00,38,0,1,-8.16,-15.16,-9.06,-7.94,31,6.2,Clouds
1/5/2018 23:00,23,0,1,-8.42,-14.25,-10.03,-8.15,31,3.6,Clouds
1/6/2018 0:00,16,0,0,-8.52,-15.52,-10.03,-8.15,31,5.7,Clouds
1/6/2018 1:00,12,0,0,-9.05,-13.88,-10.03,-8.99,34,2.6,Clear
1/6/2018 2:00,5,0,0,-9.05,-16.05,-10.06,-8.99,37,5.7,Clear
1/6/2018 3:00,6,0,0,-9.19,-16.19,-10.16,-9.04,37,5.7,Clear
1/6/2018 4:00,3,0,0,-9.36,-16.36,-10.46,-9.15,37,5.7,Clear
1/6/2018 5:00,5,0,0,-9.54,-15.08,-11.03,-9.15,37,3.1,Clear
1/6/2018 6:00,5,0,0,-9.63,-15.73,-11.16,-9.15,38,3.6,Clear
1/6/2018 7:00,21,0,0,-10.21,-16.43,-11.26,-10.14,44,3.6,Clear
1/6/2018 8:00,55,0,0,-10.3,-15.99,-12.06,-10.14,44,3.1,Clear
1/6/2018 9:00,88,0,0,-10.97,-17.97,-12.16,-10.74,42,4.6,Clear
1/6/2018 10:00,125,0,0,-11.28,-18.24,-12.36,-11.15,40,4.1,Clear
1/6/2018 11:00,132,0,0,-11.81,-18.81,-12.56,-11.59,43,5.1,Clear
1/6/2018 12:00,143,0,0,-11.91,-18.91,-13.03,-11.79,43,4.6,Clear
1/6/2018 13:00,127,0,0,-11.86,-17.87,-13.03,-11.69,46,3.1,Clear
1/6/2018 14:00,121,0,0,-11.07,-18.07,-12.03,-10.74,42,5.1,Clouds
1/6/2018 15:00,143,0,0,-9.77,-16.77,-11.06,-9.15,37,5.1,Clouds
1/6/2018 16:00,114,0,0,-9.46,-16.46,-10.03,-9.04,37,6.2,Clouds
1/6/2018 17:00,73,0,0,-8.49,-15.49,-9.36,-7.94,34,7.2,Clouds
1/6/2018 18:00,96,0,0,-8.21,-15.21,-8.39,-7.94,31,7.7,Clouds
1/6/2018 19:00,54,0,0,-7.42,-14.42,-8.06,-6.84,29,7.7,Clouds
1/6/2018 20:00,53,0,0,-7.28,-14.28,-8.03,-6.84,29,6.7,Clear
1/6/2018 21:00,37,0,0,-7.26,-14.26,-8.06,-7.15,29,7.7,Clouds
1/6/2018 22:00,36,0,0,-8.07,-15.07,-9.06,-7.94,31,5.7,Clouds
1/6/2018 23:00,19,0,0,-8.47,-15.47,-10.03,-8.15,31,5.1,Clouds
1/7/2018 0:00,24,0,0,-9.05,-15.92,-10.06,-8.99,34,4.6,Clear
1/7/2018 1:00,12,0,0,-9.36,-14.86,-10.36,-9.15,37,3.1,Clear
1/7/2018 2:00,13,0,0,-9.45,-15.98,-11.03,-9.15,38,4.1,Clear
1/7/2018 3:00,8,0,0,-10.03,-15.67,-11.03,-9.89,44,3.1,Clear
1/7/2018 4:00,6,0,0,-10.12,-14.41,-11.06,-10.09,44,2.1,Clear
1/7/2018 5:00,6,0,0,-10.7,-17.7,-11.56,-10.39,43,4.6,Clear
1/7/2018 6:00,5,0,0,-10.96,-17.96,-12.03,-10.69,44,4.6,Clear
1/7/2018 7:00,27,0,0,-11.54,-17.49,-12.36,-10.99,47,3.1,Clear
1/7/2018 8:00,50,0,0,-11.72,-18.72,-13.03,-11.39,47,4.1,Clear
1/7/2018 9:00,77,0,0,-11.91,-16.5,-13.06,-11.79,47,2.1,Clear
1/7/2018 10:00,125,0,0,-12.12,-15.58,-13.16,-11.99,51,1.5,Clear
1/7/2018 11:00,120,0,0,-12.7,-18.21,-13.56,-12.29,55,2.6,Clear
1/7/2018 12:00,175,0,0,-12.4,-17.86,-14.03,-12.15,51,2.6,Clear
1/7/2018 13:00,169,0,0,-12.26,-17.69,-14.03,-12.15,52,2.6,Clear
1/7/2018 14:00,161,0,0,-11.07,-16.28,-12.03,-10.74,50,2.6,Clear
1/7/2018 15:00,167,0,0,-9.49,-13.67,-10.56,-9.15,44,2.1,Clear
1/7/2018 16:00,154,0,0,-8.49,-8.49,-9.46,-7.94,37,0.5,Clouds
1/7/2018 17:00,140,0,0,-7.63,-10.46,-8.09,-7.15,34,1.5,Clouds
1/7/2018 18:00,98,0,0,-6.42,-6.42,-7.03,-6.15,34,0.5,Clouds
1/7/2018 19:00,71,0,0,-6.3,-12.5,-6.69,-5.74,37,4.6,Clouds
1/7/2018 20:00,62,0,0,-5.67,-12.08,-6.29,-5.14,27,5.1,Clouds
1/7/2018 21:00,37,0,0,-5.21,-9.86,-6.03,-5.14,32,3.1,Clouds
1/7/2018 22:00,29,0,0,-5.79,-11.48,-6.15,-5.59,35,4.1,Clouds
1/7/2018 23:00,17,0,0,-6.19,-11.97,-6.36,-6.03,41,4.1,Clouds
1/8/2018 0:00,7,0,1,-6.86,-12.8,-7.15,-6.69,44,4.1,Clouds
1/8/2018 1:00,3,0,1,-7.12,-12.67,-7.36,-6.99,48,3.6,Clouds
1/8/2018 2:00,5,0,1,-7,-12.97,-7.56,-6.84,48,4.1,Clouds
1/8/2018 3:00,5,0,1,-7.08,-12.11,-8.03,-6.89,45,3.1,Clouds
1/8/2018 4:00,9,0,1,-7.03,-13.41,-7.56,-6.79,45,4.6,Clouds
1/8/2018 5:00,54,0,1,-6.91,-12.86,-7.36,-6.79,45,4.1,Clouds
1/8/2018 6:00,169,0,1,-6.91,-12.86,-7.15,-6.79,44,4.1,Clouds
1/8/2018 7:00,413,0,1,-7.08,-12.11,-7.34,-6.89,44,3.1,Clouds
1/8/2018 8:00,717,0,1,-6.95,-11.38,-7.16,-6.84,45,2.6,Clouds
1/8/2018 9:00,306,0,1,-6.81,-12.29,-7.15,-6.59,48,3.6,Clouds
1/8/2018 10:00,154,0,1,-6.72,-11.68,-7.15,-6.39,47,3.1,Clouds
1/8/2018 11:00,152,0,1,-6.14,-11.91,-6.56,-6.03,45,4.1,Clouds
1/8/2018 12:00,236,0,1,-6.19,-10.48,-6.26,-6.03,45,2.6,Clouds
1/8/2018 13:00,188,0,1,-6.05,-11.36,-6.24,-5.89,45,3.6,Clouds
1/8/2018 14:00,201,0,1,-4.77,-9.33,-5.29,-4.15,42,3.1,Clouds
1/8/2018 15:00,206,0,1,-3.56,-7.35,-4.03,-3.15,42,2.6,Clouds
1/8/2018 16:00,304,0,1,-1.93,-6.73,-2.79,-1.15,42,4.1,Clouds
1/8/2018 17:00,401,0,1,-0.81,-5.68,-1.59,-0.14,36,4.6,Clouds
1/8/2018 18:00,221,0,1,0.49,-2.01,-0.16,0.96,34,2.1,Clouds
1/8/2018 19:00,131,0,1,1.28,-1.6,-0.06,2.06,37,2.6,Clouds
1/8/2018 20:00,68,0,1,1.47,-2.85,0.91,2.06,47,4.6,Rain
1/8/2018 21:00,62,0,1,1.53,-2.13,0.94,1.85,51,3.6,Rain
1/8/2018 22:00,44,0,1,0.91,-2.88,0.85,1.04,73,3.6,Clouds
1/8/2018 23:00,24,0,1,0.86,-2.94,0.81,0.97,80,3.6,Rain
1/9/2018 0:00,24,0,1,1.44,-0.89,0.64,1.85,87,2.1,Rain
1/9/2018 1:00,5,0,1,2.55,0.4,1.44,2.85,93,2.1,Rain
1/9/2018 2:00,9,0,1,2.86,0.77,1.64,3.16,98,2.1,Rain
1/9/2018 3:00,4,0,1,3.49,1.02,1.97,3.85,93,2.6,Rain
1/9/2018 4:00,6,0,1,2.95,1.61,2.54,3.16,98,1.5,Clouds
1/9/2018 5:00,50,0,1,2.86,2.86,0.54,3.16,98,1,Clouds
1/9/2018 6:00,155,0,1,2.6,2.6,-0.06,2.85,96,0,Clouds
1/9/2018 7:00,352,0,1,1.44,-0.11,-1.03,1.85,93,1.5,Mist
1/9/2018 8:00,716,0,1,1.71,1.71,-2.36,1.85,94,0.5,Mist
1/9/2018 9:00,351,0,1,1.23,1.23,-3.26,1.61,98,1,Mist
1/9/2018 10:00,163,0,1,0.09,0.09,-3.06,0.85,100,0,Fog
1/9/2018 11:00,165,0,1,0.46,-1.23,-3.06,0.85,100,1.5,Fog
1/9/2018 12:00,217,0,1,-0.17,-1.95,-3.26,-0.14,100,1.5,Fog
1/9/2018 13:00,247,0,1,-0.93,-0.93,-3.03,-0.74,100,1,Fog
1/9/2018 14:00,199,0,1,-0.88,-4.17,-1.15,-0.66,100,2.6,Fog
1/9/2018 15:00,328,0,1,-0.21,-0.21,-0.29,1.34,100,0.5,Fog
1/9/2018 16:00,531,0,1,1.14,-1.25,0.21,2.97,98,2.1,Clouds
1/9/2018 17:00,907,0,1,2.51,2.51,2.21,6.24,100,1,Clouds
1/9/2018 18:00,729,0,1,5.23,4.21,4.71,7.97,81,1.5,Clouds
1/9/2018 19:00,400,0,1,7.69,5.11,7.44,7.97,61,4.1,Clouds
1/9/2018 20:00,268,0,1,9.81,7.72,8.44,10.85,44,4.1,Clouds
1/9/2018 21:00,153,0,1,9.42,8.43,8.54,9.86,43,2.1,Clouds
1/9/2018 22:00,103,0,1,7.07,7.07,6.85,7.34,52,0,Clouds
1/9/2018 23:00,42,0,1,5.87,5.87,0.44,7.06,52,0,Clouds
1/10/2018 0:00,13,0,1,4.03,4.03,-1.26,4.26,65,0,Clouds
1/10/2018 1:00,8,0,1,3.06,3.06,-2.03,3.41,76,1,Clouds
1/10/2018 2:00,8,0,1,2.84,2.84,-3.03,3.85,71,0,Clear
1/10/2018 3:00,4,0,1,0.98,0.98,-3.03,1.85,82,0,Clouds
1/10/2018 4:00,10,0,1,0.18,0.18,-4.03,0.85,82,0,Clouds
1/10/2018 5:00,71,0,1,-0.23,-0.23,-4.06,0.85,76,1,Clouds
1/10/2018 6:00,229,0,1,-1.25,-1.25,-4.16,-0.74,86,0,Clouds
1/10/2018 7:00,609,0,1,0.24,-2.84,-4.26,1.91,81,2.6,Clouds
1/10/2018 8:00,978,0,1,0.04,0.04,-4.46,1.21,78,1,Clear
1/10/2018 9:00,401,0,1,0.03,0.03,-5.46,0.96,69,0,Clouds
1/10/2018 10:00,186,0,1,-1.3,-1.3,-5.56,-0.74,79,0,Clouds
1/10/2018 11:00,201,0,1,-1.2,-1.2,-6.06,0.01,87,1,Clouds
1/10/2018 12:00,261,0,1,-0.1,-1.87,-6.16,0.91,84,1.5,Clouds
1/10/2018 13:00,233,0,1,0.3,0.3,-3.26,0.81,81,0,Clouds
1/10/2018 14:00,230,0,1,1.09,1.09,-1.03,1.31,75,0,Clouds
1/10/2018 15:00,338,0,1,1.93,1.93,0.74,2.06,69,1,Clouds
1/10/2018 16:00,550,0,1,2.65,2.65,2.51,2.97,65,1,Clouds
1/10/2018 17:00,926,0,1,3.56,3.56,2.97,4.26,60,0.5,Clouds
1/10/2018 18:00,753,0,1,3.42,0.94,2.71,4.26,64,2.6,Clouds
1/10/2018 19:00,390,0,1,3.75,1.81,3.41,4.97,64,2.1,Clouds
1/10/2018 20:00,273,0,1,4.19,2.32,3.41,5.97,60,2.1,Clouds
1/10/2018 21:00,227,0,1,5.14,5.14,4.51,5.97,61,0,Clouds
1/10/2018 22:00,140,0,1,5.35,5.35,4.44,5.96,61,0,Clouds
1/10/2018 23:00,62,0,1,4.35,4.35,3.44,4.71,70,1,Clouds
1/11/2018 0:00,21,0,1,4.67,4.67,3.85,5.41,74,1,Clouds
1/11/2018 1:00,5,0,1,4.97,4.97,3.54,5.11,66,1,Clouds
1/11/2018 2:00,6,0,1,4.12,4.12,2.64,4.26,74,1,Clouds
1/11/2018 3:00,3,0,1,4.37,4.37,2.44,4.86,70,0,Clouds
1/11/2018 4:00,16,0,1,4.9,4.9,2.54,5.85,66,0,Clouds
1/11/2018 5:00,75,0,1,3.98,3.98,2.44,4.26,74,0,Clouds
1/11/2018 6:00,265,0,1,3.75,3.75,1.97,4.26,79,0,Clouds
1/11/2018 7:00,656,0,1,3.56,3.56,2.54,4.26,79,0.5,Clouds
1/11/2018 8:00,1122,0,1,3.84,3.84,2.54,4.26,79,0,Clouds
1/11/2018 9:00,433,0,1,3.52,3.52,2.91,4.26,79,0,Clouds
1/11/2018 10:00,225,0,1,4.33,4.33,2.97,4.86,74,1,Clouds
1/11/2018 11:00,239,0,1,3.26,3.26,2.61,3.85,80,0.5,Clouds
1/11/2018 12:00,324,0,1,3.84,3.84,2.97,4.26,79,1,Clouds
1/11/2018 13:00,330,0,1,4.51,4.51,3.94,4.86,75,1,Clouds
1/11/2018 14:00,304,0,1,4.89,4.89,3.71,5.97,70,0.5,Clouds
1/11/2018 15:00,413,0,1,7.18,7.18,6.51,7.97,66,0.5,Clouds
1/11/2018 16:00,625,0,1,8.9,8.9,8.76,10.97,65,0,Clouds
1/11/2018 17:00,1083,0,1,9.51,9.51,9.11,12.97,65,1,Clouds
1/11/2018 18:00,868,0,1,11.86,10.72,10.81,13.97,62,1,Clouds
1/11/2018 19:00,451,0,1,14.42,13.56,13.91,15.97,63,0,Clouds
1/11/2018 20:00,306,0,1,15.98,15.2,15.11,16.97,60,1,Clouds
1/11/2018 21:00,202,0,1,15.11,14.56,14.85,16.97,72,1.5,Clouds
1/11/2018 22:00,159,0,1,15.37,14.84,13.85,16.91,72,2.1,Clouds
1/11/2018 23:00,79,0,1,15.18,14.84,13.85,16.51,80,1.5,Clouds
1/12/2018 0:00,34,0,1,15,14.67,13.85,16.11,81,4.1,Clouds
1/12/2018 1:00,26,0,1,14.27,14.05,13.76,15.24,88,2.6,Clouds
1/12/2018 2:00,15,0,1,13.93,13.81,12.85,15.01,93,2.6,Clouds
1/12/2018 3:00,5,0,1,14.3,14.24,13.85,14.61,94,2.6,Clouds
1/12/2018 4:00,9,0,1,14.74,14.72,13.76,15.81,94,2.6,Clouds
1/12/2018 5:00,43,0,1,14.32,14.26,11.74,14.91,94,4.1,Clouds
1/12/2018 6:00,108,0,1,15,15.01,10.97,16.11,94,2.6,Clouds
1/12/2018 7:00,351,0,1,14.7,14.68,14.51,14.97,94,3.6,Clouds
1/12/2018 8:00,761,0,1,16.29,16.32,14.97,17.01,90,6.2,Rain
1/12/2018 9:00,278,0,1,16.51,16.67,15.85,17.21,94,6.7,Rain
1/12/2018 10:00,125,0,1,16.38,16.55,15.46,17.21,95,7.7,Rain
1/12/2018 11:00,186,0,1,14.93,15.09,14.85,16.97,100,6.7,Mist
1/12/2018 11:00,186,0,1,14.93,15.09,14.85,16.97,100,6.7,Rain
1/12/2018 12:00,268,0,1,14.27,14.36,13.85,17.24,100,2.1,Rain
1/12/2018 12:00,268,0,1,14.27,14.36,13.85,17.24,100,2.1,Mist
1/12/2018 13:00,323,0,1,14.98,15.14,14.26,17.04,100,1,Mist
1/12/2018 14:00,347,0,1,15.51,15.73,15.31,17.24,100,4.6,Mist
1/12/2018 15:00,459,0,1,15.54,15.76,14.86,17.97,100,5.7,Rain
1/12/2018 15:00,459,0,1,15.54,15.76,14.86,17.97,100,5.7,Mist
1/12/2018 16:00,591,0,1,15.98,16.24,15.11,18.04,100,1.5,Rain
1/12/2018 16:00,591,0,1,15.98,16.24,15.11,18.04,100,1.5,Mist
1/12/2018 17:00,610,0,1,15.12,15.3,14.21,18.97,100,3.6,Rain
1/12/2018 17:00,610,0,1,15.12,15.3,14.21,18.97,100,3.6,Mist
1/12/2018 18:00,525,0,1,16.02,16.29,15.21,19.24,100,5.7,Clouds
1/12/2018 19:00,348,0,1,15.07,15.24,14.11,20.97,100,4.6,Rain
1/12/2018 20:00,128,0,1,16.33,16.58,15.61,20.97,98,2.1,Rain
1/12/2018 21:00,126,0,1,16.84,17.14,16.71,19.97,98,3.6,Fog
1/12/2018 21:00,126,0,1,16.84,17.14,16.71,19.97,98,3.6,Rain
1/12/2018 22:00,131,0,1,16.55,16.82,15.85,19.14,98,3.6,Rain
1/12/2018 22:00,131,0,1,16.55,16.82,15.85,19.14,98,3.6,Fog
1/12/2018 23:00,53,0,1,17.59,18.02,16.56,18.61,100,4.1,Rain
1/13/2018 0:00,39,0,0,16.51,16.83,16.01,17.06,100,3.6,Fog
1/13/2018 0:00,39,0,0,16.51,16.83,16.01,17.06,100,3.6,Rain
1/13/2018 1:00,25,0,0,15.25,15.44,14.85,17.24,100,4.6,Fog
1/13/2018 1:00,25,0,0,15.25,15.44,14.85,17.24,100,4.6,Rain
1/13/2018 2:00,30,0,0,14.88,14.9,13.01,18.97,95,3.1,Rain
1/13/2018 2:00,30,0,0,14.88,14.9,13.01,18.97,95,3.1,Fog
