county,state,population,latitude,longitude
Lucas,IA,8666,41.0294,-93.3277
Lee,AR,8666,34.7805,-90.7808
Blaine,OK,8661,35.8752,-98.4334
Woods,OK,8661,36.7669,-98.8651
Modoc,CA,8651,41.5898,-120.7250
Archer,TX,8649,33.6153,-98.6877
Quay,NM,8641,35.1043,-103.5498
Platte,WY,8618,42.1330,-104.9659
Hancock,GA,8588,33.2704,-83.0007
Jack,TX,8588,33.2335,-98.1725
Montgomery,AR,8555,34.5389,-93.6596
Clearwater,MN,8541,47.5777,-95.3790
Mathews,VA,8537,37.4353,-76.3438
Johnson,WY,8536,44.0388,-106.5847
Wilkinson,MS,8531,31.1611,-91.3109
Custer,SD,8515,43.6776,-103.4515
Carroll,MO,8513,39.4270,-93.5052
Trimble,KY,8510,38.6130,-85.3375
Ritchie,WV,8507,39.1783,-81.0630
Perry,AL,8479,32.6385,-87.2944
Sitka,AK,8462,57.2424,-135.3145
Warren,IN,8454,40.3469,-87.3533
Maries,MO,8454,38.1616,-91.9249
Hickory,MO,8452,37.9408,-93.3207
Kiowa,OK,8446,34.9164,-98.9809
Perry,TN,8432,35.6426,-87.8590
Bracken,KY,8420,38.6888,-84.0901
Daviess,MO,8418,39.9608,-93.9855
Knox,NE,8415,42.6368,-97.8919
Cedar,NE,8375,42.5993,-97.2524
Butler,NE,8373,41.2261,-97.1318
Kusilvak,AK,8372,62.1547,-163.3812
Mercer,ND,8366,47.3092,-101.8315
Webster,WV,8362,38.4947,-80.4219
Tyler,WV,8336,39.4653,-80.8848
Coffey,KS,8334,38.2369,-95.7341
Rosebud,MT,8310,46.2297,-106.7307
Keith,NE,8303,41.1989,-101.6615
Nevada,AR,8292,33.6640,-93.3072
Dawes,NE,8279,42.7197,-103.1354
Atkinson,GA,8265,31.2971,-82.8800
Oscoda,MI,8264,44.6818,-84.1298
Houston,TN,8253,36.2860,-87.7171
Baraga,MI,8245,46.6626,-88.3652
Hamilton,TX,8244,31.7048,-98.1107
Prairie,AR,8217,34.8298,-91.5528
Choctaw,MS,8208,33.3473,-89.2484
Lake,OR,8201,42.7935,-120.3874
Franklin City,VA,8194,36.6831,-76.9386
Harrison,MO,8190,40.3547,-93.9920
Murray,MN,8170,44.0221,-95.7633
Lafayette,FL,8107,29.9855,-83.1811
Clay,KS,8088,39.3497,-97.1652
San Miguel,CO,8082,38.0038,-108.4057
Allendale,SC,8073,32.9881,-81.3582
Schoolcraft,MI,8062,46.1966,-86.1996
Clay,WV,8049,38.4625,-81.0751
Graham,NC,8047,35.3502,-83.8335
Lemhi,ID,8043,44.9433,-113.9333
Hamilton,IL,8008,38.0816,-88.5391
Traill,ND,8004,47.4542,-97.1616
Twiggs,GA,7955,32.6672,-83.4271
Pocahontas,WV,7940,38.3318,-80.0078
San Augustine,TX,7920,31.3942,-94.1682
Power,ID,7918,42.6937,-112.8407
Thomas,KS,7907,39.3509,-101.0556
Searcy,AR,7880,35.9110,-92.6995
Richardson,NE,7850,40.1250,-95.7175
Doddridge,WV,7847,39.2692,-80.7070
Kane,UT,7814,37.2851,-111.8879
Boise,ID,7809,43.9891,-115.7303
Coleman,TX,7808,31.7732,-99.4536
Taylor,GA,7799,32.5555,-84.2505
Anderson,KS,7799,38.2142,-95.2933
Humphreys,MS,7744,33.1287,-90.5266
Ballard,KY,7742,37.0585,-88.9995
Lincoln,GA,7726,33.7936,-82.4512
Washakie,WY,7725,43.9050,-107.6828
Greene,AL,7706,32.8531,-87.9522
Liberty,FL,7704,30.2414,-84.8829
Franklin,MS,7690,31.4772,-90.8979
Decatur,IA,7684,40.7377,-93.7863
Northwest Arctic,AK,7682,67.0598,-159.7062
Major,OK,7678,36.3116,-98.5359
Merrick,NE,7675,41.1690,-98.0380
McCulloch,TX,7638,31.1989,-99.3475
Benton,MS,7637,34.8173,-89.1885
Red River,LA,7631,32.0931,-93.3398
Yoakum,TX,7630,33.1730,-102.8278
Pleasants,WV,7622,39.3710,-81.1606
Nicholas,KY,7613,38.3356,-84.0153
Dade,MO,7598,37.4320,-93.8503
Clay,TN,7592,36.5511,-85.5439
Winkler,TX,7582,31.8501,-103.0483
Monroe,IA,7574,41.0298,-92.8690
Conejos,CO,7553,37.2007,-106.1916
Valley,MT,7552,48.3653,-106.6675
Wheeler,GA,7550,32.1170,-82.7246
Cleveland,AR,7548,33.8984,-92.1852
Grant,SD,7533,45.1719,-96.7677
Marion,GA,7508,32.3535,-84.5246
Doniphan,KS,7501,39.7881,-95.1468
Harney,OR,7496,43.0641,-118.9680
Adair,IA,7479,41.3307,-94.4710
Gilmer,WV,7444,38.9241,-80.8571
Wallowa,OR,7439,45.5799,-117.1810
Rappahannock,VA,7422,38.6848,-78.1592
Worth,IA,7417,43.3774,-93.2608
Chariton,MO,7417,39.5151,-92.9626
Lake,CO,7403,39.2025,-106.3448
Hutchinson,SD,7401,43.3349,-97.7544
Castro,TX,7381,34.5299,-102.2617
Elliott,KY,7378,38.1179,-83.0976
East Carroll,LA,7371,32.7325,-91.2350
Kingman,KS,7369,37.5589,-98.1363
Pepin,WI,7363,44.5829,-92.0015
Lexington,VA,7346,37.7825,-79.4440
Lee,KY,7338,37.5948,-83.7162
Grant,KS,7336,37.5623,-101.3080
Grand Isle,VT,7335,44.7981,-73.2948
Pierce,NE,7301,42.2644,-97.6013
Ferry,WA,7260,48.4703,-118.5166
Crook,WY,7258,44.5885,-104.5699
Newton,AR,7243,35.9200,-93.2179
Grant,OR,7237,44.4915,-119.0073
Van Buren,IA,7207,40.7532,-91.9500
Jefferson,MS,7207,31.7342,-91.0373
Jefferson,NE,7185,40.1757,-97.1427
Dallam,TX,7165,36.2779,-102.6022
Shannon,MO,7132,37.1574,-91.4005
Beaver,UT,7102,38.3569,-113.2355
Goliad,TX,7092,28.6571,-97.4264
Fall River,SD,7079,43.2394,-103.5275
Pocahontas,IA,7061,42.7342,-94.6787
Brooks,TX,7059,27.0316,-98.2187
Caribou,ID,7058,42.7705,-111.5623
Union,IN,7041,39.6256,-84.9251
Kit Carson,CO,7039,39.3055,-102.6030
Blaine,MT,7030,48.4327,-108.9586
Nemaha,NE,7019,40.3877,-95.8498
Bon Homme,SD,7018,42.9885,-97.8846
Tillman,OK,7013,34.3728,-98.9242
Chugach,AK,7000,60.7234,-145.7714
Powell,MT,6998,46.8564,-112.9361
Swisher,TX,6989,34.5304,-101.7350
Broadwater,MT,6977,46.3324,-111.4955
Ida,IA,6969,42.3869,-95.5135
La Salle,TX,6965,28.3452,-99.0996
Forest,PA,6959,41.5130,-79.2360
Wabaunsee,KS,6922,38.9533,-96.2050
Bailey,TX,6902,34.0686,-102.8299
Lake,TN,6898,36.3352,-89.4935
Huerfano,CO,6896,37.6847,-104.9606
Southeast Fairbanks,AK,6888,63.8762,-143.2130
Schuyler,IL,6879,40.1580,-90.6151
Weston,WY,6870,43.8404,-104.5676
Pembina,ND,6853,48.7675,-97.5518
Monroe,AR,6787,34.6778,-91.2039
Childress,TX,6781,34.5291,-100.2076
Charles City,VA,6760,37.3567,-77.0622
Tucker,WV,6747,39.1136,-79.5650
Lac qui Parle,MN,6736,44.9955,-96.1735
Hancock,TN,6726,36.5236,-83.2219
Refugio,TX,6718,28.3253,-97.1656
Burt,NE,6717,41.8515,-96.3286
Thurston,NE,6716,42.1582,-96.5440
Clinch,GA,6713,30.9150,-82.7063
Russell,KS,6702,38.9148,-98.7624
Clark,MO,6693,40.4103,-91.7384
Galax,VA,6687,36.6660,-80.9176
King and Queen,VA,6681,37.7186,-76.8953
Kearney,NE,6655,40.5067,-98.9480
Fremont,IA,6639,40.7456,-95.6047
Buena Vista,VA,6639,37.7319,-79.3569
Pershing,NV,6587,40.4404,-118.4044
Wolfe,KY,6573,37.7393,-83.4932
Moore,TN,6558,35.2846,-86.3587
Surry,VA,6546,37.1098,-76.9002
Rio Blanco,CO,6511,39.9798,-108.2170
Wayne,IA,6484,40.7395,-93.3274
Fulton,KY,6480,36.5540,-89.1873
Howard,NE,6476,41.2201,-98.5171
Dallas,AR,6472,33.9699,-92.6544
Norman,MN,6457,47.3265,-96.4553
Wilkin,MN,6454,46.3570,-96.4683
Saguache,CO,6454,38.0805,-106.2815
Bear Lake,ID,6436,42.2848,-111.3297
Treutlen,GA,6411,32.4039,-82.5673
Bottineau,ND,6411,48.7922,-100.8333
Ellsworth,KS,6374,38.6966,-98.2048
Henderson,IL,6374,40.8181,-90.9251
Randolph,GA,6365,31.7627,-84.7542
Spink,SD,6355,44.9380,-98.3462
Moody,SD,6346,44.0220,-96.6709
Brown,IL,6334,39.9618,-90.7504
Antelope,NE,6302,42.1769,-98.0667
Pawnee,KS,6288,38.1813,-99.2367
Calhoun,WV,6279,38.8445,-81.1176
Lafayette,AR,6277,33.2416,-93.6070
Woodruff,AR,6259,35.1863,-91.2431
Bland,VA,6241,37.1340,-81.1302
Teton,MT,6238,47.8371,-112.2408
Gentry,MO,6219,40.2121,-94.4099
Hamlin,SD,6196,44.6738,-97.1883
Edwards,IL,6182,38.4165,-88.0533
Van Buren,TN,6182,35.6960,-85.4526
Menifee,KY,6174,37.9414,-83.5989
Presidio,TX,6168,29.9998,-104.2405
Pendleton,WV,6156,38.6807,-79.3509
Osceola,IA,6149,43.3786,-95.6237
Iron,WI,6136,46.2623,-90.2420
Quitman,MS,6113,34.2514,-90.2891
Reynolds,MO,6102,37.3623,-90.9691
Grant,MN,6091,45.9341,-96.0122
Clay,NE,6088,40.5244,-98.0513
Shelby,MO,6049,39.7978,-92.0766
Greenwood,KS,6001,37.8778,-96.2326
Pondera,MT,5987,48.2278,-112.2263
Sullivan,MO,5983,40.2106,-93.1115
Essex,VT,5976,44.7275,-71.7359
Ohio,IN,5974,38.9501,-84.9652
Cumberland,KY,5974,36.7866,-85.3885
Benson,ND,5960,48.0694,-99.3660
Sherman,KS,5940,39.3514,-101.7200
Miller,GA,5923,31.1640,-84.7308
Taylor,IA,5916,40.7374,-94.6964
Chouteau,MT,5897,47.8806,-110.4353
Sullivan,PA,5880,41.4462,-76.5122
Ontonagon,MI,5862,46.6644,-89.3148
Gilpin,CO,5856,39.8575,-105.5226
Mitchell,KS,5829,39.3933,-98.2094
Stanton,NE,5828,41.9169,-97.1939
Carson,TX,5801,35.4035,-101.3542
Prince of Wales-Hyder,AK,5799,55.8011,-133.0167
Talbot,GA,5793,32.6995,-84.5330
Crowley,CO,5782,38.3266,-103.7845
San Saba,TX,5779,31.1552,-98.8176
Ottawa,KS,5768,39.1325,-97.6502
Garza,TX,5735,33.1799,-101.2984
Lander,NV,5728,39.9337,-117.0380
Covington,VA,5722,37.7785,-79.9868
Gray,KS,5719,37.7382,-100.4379
McCook,SD,5714,43.6743,-97.3684
Alfalfa,OK,5683,36.7310,-98.3240
Emporia,VA,5680,36.6953,-77.5356
Ransom,ND,5663,46.4562,-97.6574
Audubon,IA,5651,41.6846,-94.9058
Lincoln,MN,5630,44.4126,-96.2671
Putnam,IL,5628,41.2045,-89.2858
Lynn,TX,5619,33.1768,-101.8161
Cook,MN,5611,47.9026,-90.5354
Tripp,SD,5607,43.3459,-99.8839
Calhoun,GA,5594,31.5292,-84.6245
Lincoln,CO,5583,38.9881,-103.5140
Dixon,NE,5579,42.4931,-96.8677
Bent,CO,5561,37.9551,-103.0717
Fillmore,NE,5557,40.5247,-97.5965
Cotton,OK,5537,34.2902,-98.3722
Greer,OK,5531,34.9357,-99.5608
Washington,KS,5529,39.7842,-97.0875
Day,SD,5485,45.3671,-97.6074
Cherry,NE,5473,42.5450,-101.1186
Harper,KS,5457,37.1916,-98.0755
Cameron,LA,5447,29.8754,-93.1937
Luce,MI,5442,46.4706,-85.5444
Norton,KS,5431,39.7844,-99.9035
Jefferson,OK,5420,34.1110,-97.8358
Haskell,TX,5408,33.1782,-99.7303
Boone,NE,5397,41.7068,-98.0672
Stark,IL,5395,41.0934,-89.7975
Mahnomen,MN,5389,47.3253,-95.8091
Floyd,TX,5386,34.0724,-101.3032
Morris,KS,5385,38.6874,-96.6499
Hartley,TX,5369,35.8400,-102.6029
Yukon-Koyukuk,AK,5355,65.5087,-151.3896
McHenry,ND,5326,48.2346,-100.6363
Walworth,SD,5317,45.4299,-100.0315
Carter,MO,5299,36.9412,-90.9623
Johnson,NE,5294,40.3926,-96.2651
Coal,OK,5287,34.5882,-96.2978
Delta,TX,5278,33.3863,-95.6723
Dewey,SD,5275,45.1566,-100.8718
Stevens,KS,5275,37.1923,-101.3121
Hansford,TX,5270,36.2774,-101.3546
Atchison,MO,5270,40.4308,-95.4281
Alexander,IL,5261,37.1915,-89.3375
Brule,SD,5247,43.7181,-99.0809
Martin,TX,5228,32.3060,-101.9513
Aleutians West,AK,5219,52.7985,-106.5633
Lincoln,ID,5203,43.0024,-114.1383
Wirt,WV,5202,39.0225,-81.3787
Warren,GA,5197,33.4089,-82.6768
Polk,NE,5182,41.1869,-97.5684
Pulaski,IL,5177,37.2232,-89.1266
Kingsbury,SD,5172,44.3696,-97.4915
Big Stone,MN,5161,45.4261,-96.4110
Crosby,TX,5157,33.6147,-101.3000
Scott,KS,5128,38.4822,-100.9069
Garfield,UT,5121,37.8549,-111.4432
Stewart,GA,5121,32.0785,-84.8352
Sheridan,NE,5102,42.5047,-102.4089
Hamilton,NY,5090,43.6611,-74.4974
Beaver,OK,5071,36.7497,-100.4768
Pickett,TN,5042,36.5584,-85.0749
Toole,MT,5018,48.6554,-111.6956
Thayer,NE,5006,40.1762,-97.5949
Dickey,ND,5003,46.1102,-98.5047
Wheeler,TX,4980,35.4012,-100.2698
Gallatin,IL,4967,37.7628,-88.2305
Phillips,KS,4960,39.7846,-99.3470
Ouray,CO,4936,38.1555,-107.7693
Rooks,KS,4925,39.3502,-99.3250
Musselshell,MT,4924,46.4966,-108.3981
Scott,IL,4899,39.6441,-90.4747
Craig,VA,4898,37.4817,-80.2115
Custer,CO,4885,38.1087,-105.3675
Dillingham,AK,4854,59.8003,-158.2346
Jim Hogg,TX,4830,27.0434,-98.6973
Washington,CO,4817,39.9710,-103.2012
Carlisle,KY,4782,36.8532,-88.9710
Calhoun,AR,4773,33.5581,-92.5030
Scotland,MO,4720,40.4526,-92.1471
Putnam,MO,4698,40.4789,-93.0162
Ringgold,IA,4690,40.7352,-94.2440
Republic,KS,4686,39.8278,-97.6506
Mineral,MT,4652,47.1472,-114.9983
Hyde,NC,4636,35.5306,-76.2517
Crane,TX,4636,31.4286,-102.5156
Furnas,NE,4630,40.1764,-99.9123
Hot Springs,WY,4616,43.7189,-108.4422
Florence,WI,4574,45.8485,-88.3981
Oneida,ID,4572,42.1950,-112.5394
Mineral,NV,4568,38.5386,-118.4349
Schley,GA,4565,32.2616,-84.3147
Morrill,NE,4562,41.7160,-103.0105
Cameron,PA,4536,41.4367,-78.2040
Lincoln,NV,4507,37.6433,-114.8775
Dewey,OK,4504,35.9876,-99.0079
Mills,TX,4501,31.4952,-98.5954
Phillips,CO,4493,40.5940,-102.3576
Hickman,KY,4491,36.6781,-88.9762
Wahkiakum,WA,4476,46.2918,-123.4244
Calhoun,IL,4472,39.1693,-90.6676
Adams,ID,4464,44.8896,-116.4538
Guadalupe,NM,4413,34.8633,-104.7906
Marshall,SD,4363,45.7586,-97.5986
Custer,ID,4344,44.2411,-114.2817
Kimble,TX,4316,30.4868,-99.7487
Deuel,SD,4298,44.7600,-96.6680
Menominee,WI,4279,45.0044,-88.7100
Holt,MO,4274,40.0944,-95.2155
Phillips,MT,4233,48.2592,-107.9133
Mora,NM,4208,36.0105,-104.9450
Kittson,MN,4191,48.7766,-96.7829
Bath,VA,4177,38.0587,-79.7411
Hidalgo,NM,4160,31.9140,-108.7148
Grant,OK,4152,36.7961,-97.7861
LaMoure,ND,4135,46.4569,-98.5355
Tensas,LA,4127,32.0018,-91.3401
Storey,NV,4095,39.4470,-119.5293
Nuckolls,NE,4092,40.1764,-98.0472
Barber,KS,4081,37.2289,-98.6848
Union,NM,4074,36.4816,-103.4710
Schuyler,MO,4066,40.4703,-92.5210
Owsley,KY,4054,37.4192,-83.6831
Stafford,KS,4054,38.0310,-98.7174
Valley,NE,4053,41.5673,-98.9819
Dunn,ND,4049,47.3568,-102.6182
Meade,KS,4019,37.2382,-100.3662
Edmunds,SD,4014,45.4188,-99.2153
Pierce,ND,3999,48.2496,-99.9718
Wells,ND,3990,47.5875,-99.6609
Gregory,SD,3983,43.1924,-99.1856
Columbia,WA,3980,46.2975,-117.9078
Kearny,KS,3964,38.0003,-101.3199
Mason,TX,3959,30.7177,-99.2261
Red Lake,MN,3912,47.8717,-96.0953
Sharkey,MS,3910,32.8798,-90.8132
Corson,SD,3906,45.7086,-101.1969
Sioux,ND,3896,46.1127,-101.0404
Clark,SD,3837,44.8582,-97.7295
Sargent,ND,3828,46.1078,-97.6306
Pope,IL,3799,37.4127,-88.5615
Lake of the Woods,MN,3786,48.7712,-94.9046
Knox,MO,3772,40.1283,-92.1481
Ellis,OK,3755,36.2184,-99.7546
Haskell,KS,3735,37.5622,-100.8712
Lyman,SD,3719,43.8958,-99.8474
Echols,GA,3707,30.7101,-82.8940
Chase,NE,3704,40.5242,-101.6980
Sheridan,MT,3700,48.7212,-104.5047
Sweet Grass,MT,3697,45.8138,-109.9410
Cavalier,ND,3691,48.7723,-98.4648
Adams,IA,3680,41.0290,-94.6992
Fisher,TX,3680,32.7428,-100.4022
Norton,VA,3668,36.9315,-82.6262
Hardin,IL,3665,37.5182,-88.2668
Catron,NM,3635,33.9153,-108.4046
Lewis,ID,3630,46.2370,-116.4263
Smith,KS,3561,39.7852,-98.7855
Hardeman,TX,3541,34.2902,-99.7457
Costilla,CO,3534,37.2781,-105.4282
Mercer,MO,3517,40.4223,-93.5685
Baca,CO,3496,37.3192,-102.5604
Osborne,KS,3493,39.3503,-98.7679
Baylor,TX,3475,33.6165,-99.2135
Hanson,SD,3443,43.6748,-97.7873
Roger Mills,OK,3423,35.6883,-99.6958
Webster,NE,3410,40.1764,-98.5000
Aleutians East,AK,3407,55.3671,-161.9803
Kimball,NE,3395,41.1978,-103.7149
Bennett,SD,3391,43.1950,-101.6640
Tyrrell,NC,3389,35.8172,-76.2090
Chautauqua,KS,3389,37.1500,-96.2454
Foster,ND,3388,47.4571,-98.8830
Petersburg,AK,3374,57.1204,-132.9340
Hemphill,TX,3371,35.8376,-100.2706
Granite,MT,3368,46.4045,-113.4404
Nance,NE,3366,41.3973,-97.9922
Sutton,TX,3345,30.4984,-100.5382
Traverse,MN,3345,45.7722,-96.4716
Knox,TX,3333,33.6061,-99.7414
Hudspeth,TX,3329,31.4562,-105.3865
Reagan,TX,3308,31.3661,-101.5231
Coke,TX,3305,31.8886,-100.5300
Donley,TX,3298,34.9654,-100.8140
Emmons,ND,3297,46.2851,-100.2387
Upton,TX,3284,31.3688,-102.0432
Harper,OK,3272,36.7888,-99.6673
Concho,TX,3235,31.3266,-99.8640
Kinney,TX,3157,29.3502,-100.4180
Woodson,KS,3134,37.8867,-95.7401
Shackelford,TX,3134,32.7359,-99.3540
Harlan,NE,3094,40.1765,-99.4046
Hand,SD,3075,44.5478,-99.0049
Lipscomb,TX,3038,36.2776,-100.2731
Nelson,ND,3025,47.9217,-98.1920
Stanley,SD,2979,44.4123,-100.7359
Bowman,ND,2975,46.1126,-103.5206
Sherman,NE,2970,41.2206,-98.9762
Perkins,SD,2970,45.4905,-102.4757
Crockett,TX,2949,30.7231,-101.4120
Fallon,MT,2941,46.3340,-104.4174
Rush,KS,2939,38.5231,-99.3092
Lincoln,KS,2929,39.0453,-98.2077
Jewell,KS,2929,39.7847,-98.2183
Sierra,CA,2916,39.5803,-120.5161
Glascock,GA,2903,33.2293,-82.6107
Franklin,NE,2901,40.1763,-98.9528
Baker,GA,2878,31.3261,-84.4447
Collingsworth,TX,2865,34.9648,-100.2700
Perkins,NE,2860,40.8510,-101.6497
Clay,GA,2855,31.6262,-84.9801
Edwards,KS,2849,37.8876,-99.3122
Hall,TX,2847,34.5308,-100.6811
Jackson,SD,2838,43.6943,-101.6281
Real,TX,2830,29.8318,-99.8222
Douglas,SD,2823,43.3869,-98.3661
Trego,KS,2798,38.9143,-99.8728
Decatur,KS,2771,39.7847,-100.4599
Gove,KS,2758,38.9161,-100.4830
Logan,KS,2752,38.9173,-101.1484
Brown,NE,2691,42.4300,-99.9295
Morton,KS,2688,37.1914,-101.7992
Ness,KS,2677,38.4794,-99.9162
Hitchcock,NE,2620,40.1763,-101.0423
Cheyenne,KS,2619,39.7859,-101.7319
Copper River,AK,2614,61.8834,-143.9681
Butte,ID,2605,43.7229,-113.1721
Aurora,SD,2590,43.7180,-98.5615
Potter,SD,2587,45.0645,-99.9572
Chase,KS,2570,38.3020,-96.5940
Pawnee,NE,2553,40.1315,-96.2371
Rawlins,KS,2544,39.7852,-101.0765
Rich,UT,2543,41.6323,-111.2445
Wayne,UT,2532,38.3244,-110.9038
McIntosh,ND,2529,46.1118,-99.4412
Cochran,TX,2529,33.6042,-102.8285
Hamilton,KS,2520,37.9991,-101.7912
Harmon,OK,2499,34.7441,-99.8462
Frontier,NE,2491,40.5301,-100.3942
Hettinger,ND,2477,46.4325,-102.4603
Schleicher,TX,2474,30.8974,-100.5383
Niobrara,WY,2460,43.0564,-104.4754
Ziebach,SD,2455,44.9804,-101.6658
Elk,KS,2453,37.4537,-96.2441
Sheridan,KS,2450,39.3504,-100.4418
Kiowa,KS,2445,37.5582,-99.2861
Graham,KS,2430,39.3497,-99.8832
Sherman,TX,2414,36.2777,-101.8934
Sedgwick,CO,2391,40.8759,-102.3518
Kidder,ND,2391,46.9801,-99.7801
Sanborn,SD,2373,44.0234,-98.0913
Webster,GA,2354,32.0468,-84.5511
Eddy,ND,2345,47.7176,-98.9016
Dolores,CO,2329,37.7517,-108.5174
Hoonah-Angoon,AK,2329,58.2873,-135.6402
Grant,ND,2320,46.3583,-101.6397
Miner,SD,2312,44.0219,-97.6102
Garfield,WA,2310,46.4316,-117.5452
Griggs,ND,2309,47.4573,-98.2370
Renville,ND,2282,48.7190,-101.6578
Cimarron,OK,2272,36.7483,-102.5178
McPherson,SD,2251,45.7664,-99.2214
Highland,VA,2247,38.3623,-79.5686
Greeley,NE,2212,41.5674,-98.5212
Robertson,KY,2207,38.5188,-84.0520
Divide,ND,2195,48.8149,-103.4872
Adams,ND,2190,46.0968,-102.5284
Burke,ND,2184,48.7910,-102.5182
Culberson,TX,2181,31.4470,-104.5173
Quitman,GA,2180,31.8673,-85.0188
Oldham,TX,2171,35.4050,-102.6028
Towner,ND,2152,48.6855,-99.2457
Faulk,SD,2140,45.0710,-99.1453
Wrangell,AK,2134,56.3323,-132.0221
Wichita,KS,2131,38.4821,-101.3474
Denali,AK,2101,63.6714,-150.0118
Keweenaw,MI,2088,47.6279,-88.4346
Haines,AK,2079,59.1198,-135.5001
Stanton,KS,2060,37.5630,-101.7842
Wheatland,MT,2060,46.4663,-109.8446
Judith Basin,MT,2039,47.0454,-110.2660
Liberty,MT,1993,48.5617,-111.0246
Jeff Davis,TX,1992,30.7154,-104.1400
Mellette,SD,1989,43.5813,-100.7600
Gilliam,OR,1983,45.3783,-120.2108
Worth,MO,1982,40.4791,-94.4221
Clark,KS,1977,37.2355,-99.8203
Menard,TX,1964,30.8898,-99.8206
Meagher,MT,1948,46.5982,-110.8857
Armstrong,TX,1912,34.9649,-101.3574
Sherman,OR,1900,45.4052,-120.6894
Gosper,NE,1873,40.5148,-99.8307
Buffalo,SD,1859,44.0763,-99.2048
Deuel,NE,1858,41.1116,-102.3339
Logan,ND,1849,46.4573,-99.4774
Jerauld,SD,1836,44.0663,-98.6297
Garfield,NE,1833,41.9144,-98.9914
Oliver,ND,1832,47.1153,-101.3403
Comanche,KS,1825,37.1913,-99.2719
Dundy,NE,1825,40.1762,-101.6879
Garden,NE,1778,41.6194,-102.3354
Steele,ND,1774,47.4562,-97.7246
Powder River,MT,1773,45.3950,-105.6302
Hodgeman,KS,1770,38.0875,-99.8979
Boyd,NE,1767,42.8997,-98.7665
Piute,UT,1764,38.3366,-112.1273
Haakon,SD,1755,44.2945,-101.5399
McCone,MT,1746,47.6452,-105.7954
Golden Valley,ND,1734,46.9402,-103.8466
Cheyenne,CO,1726,38.8279,-102.6036
De Baca,NM,1695,34.3425,-104.4120
Cottle,TX,1647,34.0776,-100.2788
Taliaferro,GA,1635,33.5661,-82.8788
Eureka,NV,1622,39.9839,-116.2686
Dickens,TX,1570,33.6165,-100.7789
Irion,TX,1561,31.3039,-100.9824
Daniels,MT,1535,48.7838,-105.5485
Campbell,SD,1534,45.7712,-100.0516
Lane,KS,1528,38.4813,-100.4664
Alpine,CA,1515,38.5972,-119.8207
Wallace,KS,1489,38.9167,-101.7636
Jackson,CO,1440,40.6664,-106.3428
Throckmorton,TX,1439,33.1775,-99.2123
Wheeler,OR,1407,44.7260,-120.0275
Sterling,TX,1392,31.8278,-101.0501
Edwards,TX,1380,29.9827,-100.3048
Kiowa,CO,1347,38.4326,-102.7402
Sheridan,ND,1338,47.5755,-100.3456
Carter,MT,1332,45.5168,-104.5362
Stonewall,TX,1331,33.1792,-100.2534
Hyde,SD,1319,44.5473,-99.4871
Sully,SD,1318,44.7156,-100.1322
Rock,NE,1312,42.4213,-99.4499
Skagway,AK,1303,59.5630,-135.3363
Briscoe,TX,1290,34.5303,-101.2086
Prairie,MT,1283,46.8605,-105.3780
Greeley,KS,1279,38.4806,-101.8060
Motley,TX,1223,34.0741,-100.7798
Issaquena,MS,1206,32.7414,-90.9892
Harding,SD,1176,45.5803,-103.4958
Sioux,NE,1162,42.4877,-103.7589
Camas,ID,1133,43.4633,-114.8058
Wibaux,MT,1119,46.9653,-104.2490
Foard,TX,1075,33.9746,-99.7780
Glasscock,TX,1068,31.8694,-101.5208
Jones,SD,1006,43.9606,-100.6897
Lake and Peninsula,AK,999,58.6548,-156.1891
Keya Paha,NE,987,42.8789,-99.7124
Esmeralda,NV,980,37.7846,-117.6323
Garfield,MT,976,47.2776,-106.9929
Hayes,NE,919,40.5248,-101.0619
Hinsdale,CO,911,37.8213,-107.3003
Terrell,TX,862,30.2250,-102.0765
Bristol Bay,AK,854,58.7439,-156.7000
Golden Valley,MT,841,46.3812,-109.1752
Billings,ND,839,47.0236,-103.3763
Logan,NE,839,41.5666,-100.4827
Slope,ND,837,46.4472,-103.4599
Mineral,CO,794,37.6689,-106.9241
Wheeler,NE,771,41.9148,-98.5282
Roberts,TX,764,35.8384,-100.8136
Clark,ID,756,44.2839,-112.3512
San Juan,CO,690,37.7640,-107.6762
Borden,TX,686,32.7436,-101.4317
Treasure,MT,680,46.2115,-107.2716
Harding,NM,671,35.8579,-103.8203
McMullen,TX,670,28.3526,-98.5679
Banner,NE,670,41.5460,-103.7106
Hooker,NE,659,41.9161,-101.1353
Grant,NE,649,41.9150,-101.7406
Daggett,UT,638,40.8873,-109.5077
Kent,TX,635,33.1813,-100.7776
Loup,NE,629,41.9138,-99.4544
Thomas,NE,592,41.9136,-100.5558
Yakutat,AK,564,59.8889,-140.3576
Arthur,NE,485,41.5690,-101.6958
McPherson,NE,456,41.5682,-101.0604
Petroleum,MT,416,47.1176,-108.2502
Blaine,NE,384,41.9128,-99.9768
King,TX,216,33.6165,-100.2558
Kenedy,TX,116,26.9285,-97.7017
Loving,TX,96,31.8493,-103.5800
Kalawao,HI,50,21.1709,-156.9475
