true,prot,deut,trit
88D616,D9C016,F3B632,A1C6D5
915AC5,3970D7,4574BA,806F77
1CDCBF,CBC2B1,D4BDC8,47D5E6
63FA2F,F7DB2B,FFD499,91E8FB
9847F1,0070E8,0076CB,79717A
D3D3D9,D4D1D8,E4CCDA,D3D0E1
9E599F,5A70AE,687096,95656C
EC73BD,899AD5,A198B1,E57E87
BD8F01,A9950B,BE8D09,C3838D
07B64B,AE9C45,C09558,4EA9B7
F16816,A39126,B98900,F36167
BEC8EB,C0C6EA,C9C3EC,B9CADA
8D6BD5,487AE1,497ECC,797E88
790673,004288,324467,712F32
2A40F6,005ABA,00609F,00676C
0D3528,353229,38302F,1B363A
B57544,90834A,A27C43,B76E76
64CAC2,BCB7B7,C3B3C8,6CC5D5
4FA32F,A18F2E,B3883D,6897A3
9A9EE7,8AA0E9,89A1E5,8BA7B4
89BC21,C1AB22,D8A233,9BADBB
5135F3,005AB9,005F9E,00676D
68FC83,F6DF78,FFD8B0,92EDFF
FEEA81,FFE88B,FFE4C8,FFE1EC
D10A37,706851,83632D,CF1C19
AD8EF1,769AFB,789DEB,9B9DA9
E0AB8E,C0B491,D6AD8C,E3A4B1
7AA1C2,939ABD,9598C3,74A3B0
913365,4C5678,5C545E,8C3E43
CAF371,FDE46C,FFDEBA,DCE4F6
A0D38B,D5C484,E9BC91,ADC8D8
00B58D,A89E82,B29995,3CADBB
A608F1,0067D5,006DB9,886067
FB96C8,ABB2D8,C1AFBF,F79BA6
D83A3E,7F7552,926F36,D73D3F
72468F,39579B,425988,68545B
BF37C0,0070EA,5673AF,B15A60
F7FBB8,FFF6DA,FFF4EC,FEF2FF
EB754D,A49659,BA8E47,ED6F77
AF111F,615834,705318,AD1A19
27DECB,CBC5BD,D2C0D4,47D8EA
F15EEF,6B97FF,7E99DD,E27D86
850BF0,005DBF,0062A4,5C6067
3D6353,605B50,675957,456068
6924F0,0059B7,005F9D,25646C
6898AE,8B8FA8,8E8DB0,6598A4
D831D5,107BFF,5D7FC1,C95F65
EC4F39,92854B,A77E30,EC4D51
64A713,A89515,BC8D2A,799AA6
0DDFA6,D1C399,DEBCB0,50D5E6
6E2557,344268,434251,6A3236
4FD709,D4BB00,EDB131,7AC6D6
8686CF,7289D1,708BCC,77909B
01C2B1,B0ABA4,B6A7B9,34BCCB
7CB045,B3A043,C7984F,8CA3B0
F605A8,517EE3,857E95,EE4346
32B054,A9994E,BA925F,58A4B1
AF17A9,0060C8,496397,A2464B
317AFB,1E7BFC,0082DE,008D96
998FDA,7D94DE,7E95D6,8B99A5
3DE4C0,D4CAB2,DFC4CA,5CDCEE
1B69C7,3667C4,006CBB,00757D
B5410B,74671B,846200,B53F42
E3519D,7685BB,908390,DD5F65
D5DA80,E8D37D,FFCA89,E1CDDD
87342A,575036,634C29,863639
0C96C2,7C88B8,7189C6,0098A4
39D382,C9B877,DBB18C,62C7D7
6FA92F,AB982F,BF903C,819CA8
C6B886,C5B685,D9AF87,CCAFBD
7AAB68,AB9D63,BC966E,87A1AE
98BC5E,C1AF5B,D6A665,A5B0BD
E659CB,648DF0,858DBC,DC7078
A179C2,6F86CB,7787BC,96838D
48E2ED,CBCCE0,CDC8F6,4EE0F2
0275CB,496FC5,1574CA,007E87
A56501,82730D,936D00,A85E64
AB791D,928225,A47B21,AF7078
174C3E,49453C,4D4344,254B51
A6A5EB,94A8ED,96A8E9,99ADBB
B2FB16,FFE55F,FFE0B8,CCE9FB
A826C0,0063CE,3068AD,975359
AF788D,858694,938289,AC7982
5F228B,004288,004578,504044
43235A,173365,1F3556,3E3236
C230B9,006EE6,5A72A8,B5555A
01B702,B19C00,C69429,53A8B6
8B7947,867A49,95744A,90727B
71DFBD,D4C9B2,E1C3C5,80D8E9
7F7893,757A93,7C7891,7B7A83
AAEC41,F3D83E,FFD08D,C1DBEC
DA9BB1,AAAAB8,BCA6AC,D89BA7
50403A,48453E,50433C,524146
8F5DFA,0078FA,007FDA,6C7F89
DB4A3E,877C4F,9B7537,DB494E
62B2AB,A6A2A2,AD9EB0,68AEBC
0D64A5,465F9F,2C62A4,006B73
02C48C,B7AA81,C4A495,46BAC9
3818D1,00458F,004A7A,004F53
6C0A94,004289,004678,5C3C40
12896B,7F7863,877472,32838D
D88E44,AF9D4A,C59543,DC858E
985B5B,706B63,7D6758,975A61
3701B7,003B79,003F67,004347
69E7F8,D1D3EC,D3D0FF,69E6F9
4F5D0E,635814,6F531B,58575E
76C13E,C2AD3C,D8A44B,8CB3C1
4AE5E5,D0CED8,D4CAEE,55E2F4
E98F42,B6A34A,CD9B40,ED858F
B79FB7,A2A4B9,AEA0B5,B49FAC
89EDBD,E5D8B2,F6D0C5,99E4F6
60A510,A69313,BA8B28,7698A4
099E50,96884A,A5825A,42939F
16057F,002852,002B46,002E30
AF3434,686045,785C2F,AE373A
B53654,666569,78614D,B23D40
F6C7B6,D9CFB9,F0C8B4,F9C1D0
977BAB,7883AF,7F82A7,90808A
2176F0,2376F0,007CD5,00878F
3902CA,004084,004571,004A4D
D5ADCE,B2B6D3,C1B2CB,D1AFBC
6512D3,004EA1,00538A,37555C
05FEBE,EEDFAF,FED7CA,86EFFF
C3FE84,FFECA1,FFE8D2,DAEFFF
3DB600,B29D00,C89527,65A7B5
221C78,002E60,003152,003538
3A5FDA,0065D3,006BB7,00747C
FC341B,938431,A87D00,FC3535
C68D7F,A19984,B3937C,C78993
AFFCE1,F5EBD8,FFE6E9,CDF2FF
66998B,938D85,9C898F,6C94A0
1BE98D,DECB81,F1C299,5FDCEE
112146,152648,002846,002C2F
01E08A,D4C27E,E6BB95,57D4E5
240B92,003062,003354,00373A
CEBD5F,CFBB5F,E7B262,D7B1BE
1B5DDB,0062CC,0068B0,007177
197C3B,776C38,836744,3A747D
CCD7D6,D7D2D3,E7CDD8,CED4E4
5D8A83,84807D,8B7D86,618691
85D539,D7BF37,F0B549,9DC5D5
5575EE,2E79F2,0080DD,008A95
A05006,736614,826000,A14B50
AA7B97,83879D,908493,A67D86
E55AAC,778ACA,92899F,DE6970
C762B9,6984D0,7E84AE,BD7179
823183,2C519A,445379,79454A
4A2AC2,004A98,004E83,00545B
BC52A3,5F77BB,757798,B46168
0898D8,778CCE,648EDB,009DA8
4C0096,003872,003B62,313B3F
E491F4,91ACFF,9DACEA,D8A0AC
FE76FA,89A7FF,94A8EB,F18E99
41AF99,A39C8F,AB979F,51A9B6
B6538D,6774A0,7A7284,B05D63
12595C,515157,524F60,1C5960
5B172D,32343C,3C322C,5A2022
53ADAC,9F9DA2,A499B1,59AAB7
5CADFB,8AA4F5,7AA6FD,39B6C5
A6D1A5,D1C49E,E3BDA9,AFC8D8
B4EFBF,EEDFB7,FFD8C7,BFE6F8
3539F2,0057B4,005D9A,006469
45AE30,AB982E,BE9040,65A1AD
8A6C1A,7E7021,8D6A21,8F646C
E75E2A,988838,AD8122,E8595E
4B1D7F,003975,003C66,3C3A3E
DA9AF9,95AFFF,9DAFF1,CDA8B4
821675,004896,3E496A,7A3437
36E0AA,D2C59D,E0BEB4,5DD6E8
7B1D54,37446A,49444D,772D30
9F80D1,708BD9,748CCB,918C96
19ED52,E5CD4B,FEC263,6ADDEE
D9699F,838CB3,988995,D47078
FD8483,AEA691,C69F7B,FE828B
BCD291,D9C88C,EEC095,C6C7D7
0C4745,424143,44404A,19484D
6BB946,B8A543,CD9D51,81ACB9
538889,7F7D83,847B8C,568690
078632,817330,8E6E3E,3B7C86
1E6749,625B45,69584F,31636A
DC23CD,0079FC,627CB8,CE575D
482DEC,0054AD,005994,006066
B36A10,8B7B1B,9C740F,B66269
07F2ED,DBD7DE,DFD3F8,4FEDFF
5957F7,006ADC,0071BE,007A82
8E6399,6270A1,6B7093,876B73
435242,544F42,5B4C46,485057
D9B9A4,C7BDA5,DBB6A3,DCB3C1
A6C778,CCBB73,E1B27D,B2BBCA
5BD004,CEB600,E7AC2E,7FC0CF
A37B6E,8A8371,987E6D,A47780
154491,134690,004A7F,005156
30B0B0,9F9DA5,A29AB6,3CADBA
DA022F,766C49,896724,D8160F
C8878E,9A9695,AB9289,C7858F
849B47,A19146,B38A4E,8F909C
B0E536,EED335,FFCA78,C5D4E5
1567B3,4263AE,1C67B2,007078
834ECE,0067D7,006DBD,6B6A72
019887,8A857D,90828D,2B939F
37D52C,D0B829,E7AE42,6CC5D5
1F8B66,827A5F,8B756D,3B848F
CA4C45,7F7555,91703F,C94C50
9C947A,9B9279,AA8D7B,9F8E99
B80FE6,006CE0,0072C5,A15C63
8DBC6E,BEAD69,D1A674,9AB1BF
CCC1C2,C6C1C1,D6BCC2,CDBECC
00D5E8,BBBEDA,B9BCF1,00D4E5
72D682,D1BF79,E5B78B,89CADA
616A31,706533,7D6037,68636B
CBACD0,AEB3D4,BBB0CD,C6AEBB
E03C8C,6D7CAE,8A797E,DB4D52
A299F8,7EA0FE,7BA2F4,8EA7B4
F2F420,FFEC9A,FFE8CC,FFE4F2
EE8B16,B7A222,CF990E,F38089
56B0C0,9FA1B6,A09EC5,56AFBD
F8F421,FFEDA3,FFE9D0,FFE6F1
D37012,9B891F,AF8205,D6686F
AEFE9E,FFE996,FFE5CF,CBF0FF
684723,574F2A,624B27,6B454A
67F847,F5DA41,FFD396,92E7F9
8C023D,424657,534437,891A1A
38532F,554D30,5D4A36,424F56
53D676,CFBC6D,E3B480,74C9D9
0D74AD,586CA5,476EAE,007982
E49336,B7A43D,CF9B35,E98892
78DD39,DDC436,F7BA4B,96CDDD
0B416F,2E406C,1D426F,00484D
070FF4,004A97,004E80,005458
7083F0,5487F4,3C8CEB,4D95A1
0F0F77,002852,002A45,002D2F
67BDD1,ABAEC8,ADACD6,65BCCB
5B5C23,645A27,70552A,62575D
E2BC4D,D5BF4F,EFB550,EBAFBC
CCC0DE,BFC2DF,CBBFDD,C8C1D0
11A8E3,8799D9,789BE7,00ACB9
4FB5B5,A5A3AB,AAA0BB,56B2C0
50FD5D,F7DD55,FFD6A4,85ECFF
E73609,897A20,9B7300,E73537
409E52,998B4D,A8845B,59949F
797130,7C6F33,8A6A36,7F6A72
854685,485C93,555C7D,7E5258
C31400,6E6216,7C5D00,C21916
D9E58A,F2DC86,FFD6AA,E6D8E9
E8DBAB,E9D9A9,FFD1AE,EFD2E2
900C82,004DA1,404F74,873639
EF1667,77798C,927559,EC3030
CED6D8,D6D2D6,E6CDDA,CFD3E3
44970C,95840F,A77D25,5E8B96
9D989B,9A979A,A6939B,9D95A1
A5B7FC,A2B6FC,A2B6FC,97BFCE
CF5AF3,4D89FF,578DE2,BB7C85
5F50C2,005EC4,0064AC,406870
D4EA16,FADD19,FFD79F,E7D9E9
63D593,CDBE89,DEB79B,7ACADA
5FA58B,9E9683,A89190,699FAB
B1686C,807B75,8F7768,B0676F
0833AC,004288,004674,004B4F
C7F174,FBE26F,FFDCB4,D9E2F4
261637,14223F,172337,262224
1EC429,BEA827,D4A03E,5CB5C3
4AF912,F5D80A,FFD18D,84E7F9
8C5F72,6A6B78,75686F,8A6168
627759,787057,836C5D,68727B
7653C0,1964CE,1C69B6,606971
E4A86E,C3B272,DAAA6C,E99FAB
6FBAE4,A4AEDC,A2ADE8,65BDCC
BFFA2A,FFE66F,FFE2BD,D7E8FA
390437,002146,1A2234,38191B
2696C7,7B89BE,708ACA,009AA6
9AE5D0,DDD4C7,EACED6,A2DFF1
83155E,30467A,484655,7E2C2F
F798B3,B1B1C0,C7ACAC,F599A4
348321,817222,8F6D2F,4D7983
8BA44C,AA994A,BD9253,9699A5
89661A,796C21,886620,8D5F66
D94B7D,797D96,907A72,D55459
F0A00B,C6AF18,E0A602,F7939E
979DC2,949CC1,9A9AC1,919FAC
C30E9E,1A66D2,60688D,B94044
84562E,6B6035,785C30,865258
3C367A,173F7F,004374,2E454B
CF64AD,7587C3,8A86A2,C87078
B1D779,DEC974,F5C07F,BFCADA
B1C834,D4BC35,EDB240,C0B9C7
0231C0,00458E,004979,004F53
6EA51E,A89520,BB8D2F,8098A4
17D373,C9B769,DCAF7E,59C6D6
9710D2,005DC0,0062A8,7F555B
37D982,CFBD77,E1B68D,64CDDD
3FAE9B,A19B91,A997A1,4FA8B6
D7C02F,D6BE33,F1B437,E2B1BF
02F172,E7D168,FEC780,65E2F4
F82119,8D7E30,A17700,F82623
7809B6,004C9E,005189,61494E
9BAB20,B6A123,CC982E,A89EAA
774E26,61582D,6D5329,794B50
8780F2,5389FA,468EEB,6B939F
08C1C6,ACABB9,ADA8CD,23BECD
518E6D,898067,937C72,5C8892
F8D869,F1D969,FFD297,FFCCDA
35B6B0,A5A2A4,AA9FB7,43B2C0
D6D190,DECD8E,F6C492,DFC6D6
DF38B3,4F7CE0,7A7DA2,D6565C
33EF48,E9CF42,FFC569,74DEF0
1B88E4,5A81DE,3086E4,00929C
F30BF6,4587FF,578BDD,E16269
376A4E,67604B,6E5C54,43666E
B43610,6F6321,7E5E00,B33538
9B8A55,978A56,A88457,A0828C
020D20,0D1425,031525,001719
F06F20,A6942E,BC8C15,F3676E
C042CE,0075F5,5479BD,B0646B
6F8779,858075,8F7C7B,73838D
9187E8,698FEF,6492E3,7C96A2
6E96AE,8A8EA9,8D8CB0,6B96A2
2193B6,7C85AC,7585BA,0095A1
E5B35D,CEBA60,E6B15E,ECA7B4
524022,4C4528,544127,563F43
5CC8A6,BDB39B,C9AEAD,6CC0D0
825563,616169,6C5F60,80575D
E68340,AD9B49,C3933D,E97A83
B46271,7B797C,8B756B,B2636A
8FBE4D,C3AE4A,D8A656,9FB1BE
755D60,656263,6E605F,755D64
9C0E66,3A5188,57505B,962C2E
3B13ED,004C9D,005186,00575B
05B5C7,9EA1BB,9CA0CD,00B4C2
B5F53B,FDE139,FFDBAC,CDE4F6
5916DD,004EA1,00538A,005960
EACCC5,D8D0C6,ECCAC4,ECC8D7
E20D5D,717280,8A6E51,DF2929
A77D90,868795,93838D,A47D87
61EE2D,EBD02A,FFC76C,8CDDEE
AAE95D,EFD658,FFCD8A,BFD9EB
7089F1,5E8BF3,498FED,4F99A5
8B0400,4E4510,574100,8A0C03
7CCC7E,C9B876,DCB186,8EC0D0
15A472,9A8F69,A5897A,409BA8
2F74F7,0076F6,007DD5,008790
FE94D2,A8B3E5,BEB0C8,F99BA7
0F7E87,6F707E,6F6F8B,187D87
9B7997,7D819B,877F93,977B85
E5B17B,C9B97E,E0B17A,EAA8B5
B3E5B8,E5D7B1,F7D0BD,BDDCEE
5DDC29,D9C127,F3B641,83CBDC
87C197,BEB290,CDAC9C,91B9C7
D71825,786C3C,8A6719,D6201E
5A42A0,0051A9,005594,47565D
940C88,0050A6,415279,8A383B
7E4EB9,1C63CA,2C67AE,6C646C
188070,767168,7B6E76,2E7C86
305DAB,395DA9,1261A8,006971
01DACD,C6C1BF,CBBCD6,36D5E6
3D58CA,005FC6,0065AB,006D74
5CE8BD,DBCFB0,E8C9C6,73E0F1
935CB3,4D70C1,5872AA,866B74
C21DA7,1168D9,5E6B96,B7474C
1FC503,BFA900,D6A02D,5EB5C4
E5927A,B1A582,C69E76,E78C97
5B874D,877B4A,947653,677F89
5451AB,265AB1,075EA4,3D626A
56395F,3A4466,3F445C,524146
CA550C,88781C,997200,CB5055
D50B93,466EC5,736E82,CE3C3F
538E29,8E7F2A,9E7835,65838E
78EC6C,E9D264,FFC980,96DDEE
DF33F6,3B83FF,4988DF,CB6B73
47CF73,C7B56A,DAAD7D,6BC2D2
C3FE4D,FFEB95,FFE7CB,DAEDFF
A5D4C7,CFC8C0,DCC3CB,A9CFDF
CE61EA,518AFF,658EDB,BD7D86
99C8DF,BBBED9,C2BBE2,96C8D8
15C21F,BCA61E,D29E38,5AB3C1
C58A63,A29568,B58F61,C8838D
C05493,6B78A8,7F7789,BA5F65
5E1709,3A3417,42310B,5F1C1D
69E83C,E6CC38,FFC255,8ED7E8
D056AB,6981C6,82809E,C8666D
FE6233,A59443,BB8C29,FF5E63
7288CE,7087CD,6A89CC,61919C
C8F057,FBE154,FFDBAD,DBE0F1
C2C422,D5BC25,EFB231,CFB5C3
6369D7,3170DD,0076CE,407D87
C3DA32,E8CE33,FFC45B,D4CADA
67F68B,EFDA80,FFD2A4,8AE8FB
51DB82,D3C178,E6B98C,73CEDF
1A53FA,0063CC,0069AF,007177
8DDE38,E1C836,FBBD49,A6CEDE
A4D7CA,D1CAC3,DEC5CE,A9D2E3
2A9B96,8D8A8C,90879B,3897A3
C4EE93,F5E08D,FFD9B5,D3E1F3
7B3146,4A4B53,564943,79373B
6F093D,313A54,413839,6C1D1E
C25414,837522,956E09,C34F54
D4AAE1,A9B5E8,B6B3DD,CDAFBD
9A5BED,0078FA,007EDC,7F7A84
5AACBA,9C9EB1,9E9BBE,5AABB8
15AF1F,A9961F,BD8E35,51A1AE
0032A7,004084,004471,00494D
EAC036,DCC33A,F7B93B,F4B2BF
AA91A9,9496AB,9F93A6,A7929D
5C518F,415893,405A8B,515C63
D9DC11,EFD416,FFCB78,E9CBDB
25382E,3A3730,3E3534,2C393E
AE625A,7D7663,8D7157,AE6067
5A2211,3C371D,453415,5B2527
35E773,DFC969,F4C080,6CD9EA
9B63CA,4A78DB,547BC0,8B767F
CB080A,716521,805F00,CA1206
F0DAD2,E4DCD3,F8D6D2,F3D6E6
B93398,4469BB,656A8A,B04C51
D8C3B6,CDC5B6,E0BEB5,DBBECD
873969,4A5579,585462,824348
C9922D,AE9B33,C39330,CF8791
79C70D,C9B20D,E1A82C,92B7C6
1ABFD1,A8ABC4,A6A9D8,1BBECD
84B997,B5AB90,C3A59C,8DB2C0
DEB684,CABB85,E1B383,E4ADBA
6AE8E4,D6D2D8,DDCEEC,72E4F6
8D457C,4F5D8B,5D5D75,874F55
9E7036,86783B,967238,A16971
B8FC15,FFE772,FFE2BE,D2EAFC
D54604,867718,977000,D54346
D8BF5A,D4BF5B,EDB55D,E1B2C0
D7DD71,ECD56E,FFCD8C,E4CFDF
D37A44,9F8F4C,B38841,D6737B
AC0A9B,005CBF,4C5E8A,A13E42
B30060,4D5A84,675855,AE2627
3FBD45,B8A440,CC9C52,65AFBD
DECBF5,C9D0F8,D5CCF4,D9CEDE
48B3F0,94A6E7,87A7F4,25B9C8
BDD774,E0CB70,F9C27A,CBCADA
26339B,004085,004472,00494E
7CD6D4,C8C5CA,D0C0DA,81D2E3
4BCEBC,BEB8B0,C6B3C4,5BC8D8
3859F1,0066D4,006CB6,00757C
09E98E,DDCB82,F0C29A,5CDCEE
35817E,767477,7A7282,3D7E88
408898,7A7C90,7A7B9B,408892
2830CF,004A99,004F83,005559
0FE706,E1C600,FBBC35,6AD6E7
1D8CEF,5A85EA,278AEF,0097A1
608FE8,6A8CE6,5790E7,3E9CA8
6BDD92,D6C588,E8BD9B,83D2E2
0A6201,605500,6B5017,2F5B62
13119B,003266,003557,00393B
C231AE,2E6ED9,61709E,B75157
BADB10,E7CC12,FFC24E,CCCADA
F1A226,C8B12E,E1A827,F896A1
E06A30,9B8B3C,B0842B,E2646A
B76472,7E7B7D,8E776C,B5656C
092F1E,302D21,342B26,193034
2D859D,747994,7178A0,288691
2B03DF,00448D,004978,004E52
B1493A,736A47,836536,B0484D
233E8B,00438C,004779,004D52
B7F6A3,F8E49B,FFDFC5,C7EAFC
38459A,084C9D,00508A,0F565D
F33E58,8A8371,A17D4D,F24447
1360A7,3E5CA2,1B60A6,006970
DC2CBE,2B79F3,6D7BAB,D1555A
A00BA7,0059B8,365C95,924348
2FB933,B4A030,C89744,5DABB9
0B609D,445B97,2D5E9D,00676E
E2DD0E,F3D613,FFCE84,F1CCDC
A4276F,495A8C,605965,9E3A3D
B1A725,B8A329,CE9A2F,BB9AA6
CF61F4,558CFF,5D90E4,BC8089
E9A82B,C9B332,E2A92E,F19BA7
69C43E,C3AE3B,D9A54C,83B6C4
23C5AC,B5AE9F,BDA9B4,44BECE
A4AD04,BAA407,D19B1E,B09FAB
10BC9D,ADA591,B6A0A5,3DB5C3
3EA5C4,8F96BA,8B95C8,36A6B4
FA485B,918973,A98350,F94C4F
D2334F,757067,8A6C46,D03A3D
9285DA,6E8CE0,6D8ED5,81919D
E68ED4,98A8E5,AAA6CB,DE97A2
88F02C,F2D62A,FFCE85,A7DFF0
2B0142,001D3D,001F35,271B1D
A85235,756A3F,846533,A84F55
E7072C,7E7345,926D1F,E61811
BFAE52,BFAC53,D5A456,C7A2AF
533B7B,2B4783,2D4976,49484E
0B4E28,4C4529,534231,244B51
A7022D,585345,674F27,A51512
6A71FB,197BFF,0083E0,348B97
934A1E,695E28,77591F,94474C
93211E,564E2F,624A1B,922627
C7D929,E8CE2B,FFC459,D7C9D8
051CFE,004FA2,005489,005A5E
8A1C5A,3D4B74,514A52,852E31
C8C7B2,CDC4B0,DFBDB3,CCC1D0
1E1A5E,002853,002A47,002E31
F94364,8D877F,A58258,F8494D
3DBC8E,B1A684,BDA096,57B3C2
9C0154,424E75,5A4D4B,982223
A423EA,0068D8,006EBC,886269
CCC9A7,D2C6A5,E5BFA8,D1C1D1
84B831,BCA731,D29F3F,96AAB7
330940,002246,0D243C,301E20
BBAB2E,BDA831,D49F36,C59EAA
05F895,ECD888,FFCFA4,62EBFE
1D9066,877E5F,91796D,3C8994
94ED9E,EAD894,FFCFA6,A7E1F3
297990,696E88,666E93,257A84
88ED38,EFD435,FFCB7C,A6DCED
A3312E,625A3E,71562A,A23436
3EE9A0,DDCD93,EEC5AA,68DEEF
828E67,928865,A0826A,888792
169669,8D8361,977E71,3C8E9A
6370CA,4D74CC,3D77C5,4A7E89
8D520D,6D6018,7B5B10,8F4D53
DE0EDD,007AFC,537EC6,CE595F
781763,23427E,3F435A,722E31
24E6C4,D5CBB6,DFC5CE,4FDFF0
3B199C,003976,003D65,004246
390CA7,003975,003C64,004145
2A18C6,004185,004571,004A4E
C3831B,A18F24,B6871E,C87982
038DC9,6E81C0,5C83CB,00929C
897ECC,6A84D0,6986C7,7A8994
15EC7C,E2CD71,F7C489,63DEF0
3C1BE1,004B9A,005083,00555A
02400C,403912,473619,1E3E42
416D8B,606786,5D678C,3C7079
F2F609,FFEDA3,FFEAD0,FFE6F3
23A17A,968D71,A08881,4299A6
11458E,1C468C,004A80,005156
2A3E0C,423B13,4A3817,353C41
E489C9,96A4D9,A9A1C0,DD919C
AC1128,5E573D,6D5222,AA1C1B
6217A2,00448C,004879,4C4449
E717E7,2E80FF,5884CF,D65E64
26BBCA,A5A7BE,A4A5D1,2ABAC8
6D72DA,4678DF,327DD4,50848E
9573F0,4084FF,3C89E6,7B8A95
238671,7C7669,837377,37818B
C900E0,0071E9,2E76C8,B5585E
F6BBB8,CEC7BD,E4C1B4,F8B7C5
464C83,3C5084,365280,3B565C
D6267E,6171A4,7F6F70,D13E41
087FF6,377CF4,0083E1,008E96
82FA40,FADE3C,FFD8A4,A5E8FB
0D9908,948308,A57C25,478D98
720E5E,183E7B,393F55,6C292C
F52EC0,4B85F8,8286AD,EB565B
C7770F,9B891B,AF820B,CB6E76
BF2AAC,1E6AD9,5D6D9B,B44E53
764E66,565A6C,605863,735258
ADAAD9,A1ABDA,A8AAD8,A5AEBB
1D89D5,6480CE,4A83D6,00919B
010E56,001E3F,002035,002324
51CED0,BBBAC4,C0B6D7,58CBDB
2C9481,898378,8F7F87,3E8F9A
228132,7D7031,8A6A3D,417881
463061,293B68,2B3D5E,413B40
D3FB74,FFECA0,FFE8D0,E6ECFE
FC8561,B4A56C,CB9D5B,FF7F88
991810,584E22,644A00,981D1D
F96FD7,7F9EF8,9C9EC9,F0818A
6A9E41,9F8F3F,B1884A,7A939E
45F72F,F2D62B,FFCE87,80E5F7
E96216,9C8B26,B18300,EB5C61
37224F,1B2F57,1E304D,332F32
61BFAF,B3ADA5,BCA8B5,6BBAC8
55C0A5,B4AC9A,BEA7AC,64B9C8
C31BE9,0072EC,0B78D1,AD5F66
60BC17,BBA618,D19D30,7CADBB
C69ACB,9CA5D2,A8A3C6,BF9EAB
B3722A,8F8032,A1792B,B66A72
F32F05,8E7E1E,A07700,F3302F
690BC2,004B9A,004F84,484E54
A0CD3E,D4BD3D,EDB34A,B2BECD
8957D2,006DE5,2173C6,727079
E932A4,5E7ED1,857E93,E24F53
3169C7,3868C5,006DBE,00777F
8C093B,454754,554436,891D1D
DE4987,777FA3,8F7C7B,DA555A
3FE0A4,D4C597,E3BEAE,63D6E7
1800AA,003369,003659,003A3D
661073,003C7C,1F3E68,5D3135
C35956,807963,927450,C2585E
B8F4E9,EDE6E1,FBE0EF,C3EEFF
1A7B04,786A04,86641D,3E717A
606A49,6E6649,79624D,66656D
2152EB,005FC6,0065A9,006D73
5447C7,0059B8,005E9F,26646C
C9CA26,DBC229,F6B834,D7BBC9
F698EB,9FB4FF,B2B3E2,EDA3AF
6A7F79,7D7976,85767B,6D7C86
897C70,837D70,8F7970,8B7882
154B1D,4B4320,524027,29484D
55E422,E1C720,FBBC3E,81D3E4
948B90,8E8B90,99888F,948994
BAA80C,BBA614,D39D1D,C49BA6
4BFA3C,F5DA37,FFD294,83E8FB
6B0335,30364C,3F3532,691818
580948,143060,2D3143,552123
FC5ABF,7A95E4,9B94AF,F56D75
214544,424143,454048,28464B
BEC9CA,C8C4C7,D7BFCB,BFC6D5
77FD12,FDDF0C,FFD9A6,A0EBFD
D92059,707078,876C4E,D63031
DBEFCB,F4E7C6,FFE2D7,E3E8FA
3BC7CE,B3B2C2,B5AFD5,43C4D4
4176BD,5872B9,4675BC,1E808A
227A4C,746B48,7E6753,3B737C
1B4421,443E23,4B3B29,2A4247
E3698A,8E8F9C,A48A81,E06D74
E3A0C1,AEB1CA,C0ADBB,E0A2AE
C0DD71,E7D06D,FFC77B,CFCFDF
EE74E6,7A9EFF,919FD8,E28892
D3F14E,FFE34E,FFDEB5,E6E0F2
B99FB2,A3A4B4,B0A0B0,B79FAB
BF068E,3062BF,62637E,B7393C
D5AD40,C6B143,DEA744,DDA0AD
776659,6E695B,79655A,79636B
2BBE8D,B2A682,BEA195,4FB5C3
73DA86,D5C37D,E9BB8F,8ACEDE
0A5C27,595028,624D31,2A575E
CD71D0,708FE6,8390C5,C2818A
A6A1E7,91A5EA,93A5E4,99A9B6
A73DE2,006EE5,0074CA,8F6870
B172C5,6B86D3,7787BC,A57F89
8350F1,006EE4,0074C6,5E767F
91AC2F,B4A030,C9983B,9F9FAB
80B87D,B7A977,C7A283,8DAEBC
6076B0,6375AE,5E76AE,537D87
F1F9B7,FFF3CD,FFF0E6,FBEFFF
80285E,3D4A72,4E4A57,7B3639
B16ACA,5E82DC,6C84C0,A47A84
09F277,E8D26C,FFC885,65E3F5
8D4577,515D85,5F5C70,884E54
2BCC6A,C3B161,D6A975,5DBFCE
D747B7,557EDD,797FA7,CD5F66
2F3253,2C3755,2B3753,2C3A3E
49685B,666158,6D5E5F,4F656D
4B34E9,0056B2,005C98,006269
023713,383218,3D301D,1A363B
79E3AE,DBCDA3,EBC6B6,8BDAEB
24CDC2,BAB6B5,C0B2CA,3EC8D8
EBB331,D2BB37,ECB135,F4A5B2
ED5DE3,6593FF,8195D2,E07981
D7BD33,D4BC36,EEB23A,E2AFBC
EEEFD3,F7ECD0,FFE8E0,F4E8FB
64504B,58554E,61524C,655056
F51E17,8B7C2F,9E7500,F52320
DB85FC,82A3FF,86A5F1,CB99A5
8DA3DC,91A0DA,91A0DC,81A9B6
C1804B,9C8D51,AF874A,C47881
C9A25B,B7A65D,CD9E5C,CF98A3
7284BE,7283BD,6F84BC,668B96
F9FE49,FFF5D2,FFF3E6,FFF1F9
98FD8E,FCE585,FFE0C2,B7EEFF
195DD9,0062CB,0068AF,007077
D4E298,EDDA94,FFD2A6,DFD7E7
4F33D7,0052AA,005892,005E65
5DFCE3,EBE2D5,F5DCED,9DF1FF
